issue_type,parcel_1,parcel_2,index_1,index_2,area
overlap,220979,439515,205856,523253,0.00036977103661468727
overlap,221147,449831,206012,419749,0.002903592858502909
overlap,221194,315789,206056,294284,0.004907346973235154
overlap,221208,439459,206069,410123,0.01267366018866752
overlap,221229,383249,206090,357440,0.001990885628302408
overlap,221248,797248,206105,530526,0.0016270210769510054
overlap,221282,523427,206138,487941,0.005024485258537936
overlap,221329,299638,206182,279215,0.0017391578973149136
overlap,221354,316398,206204,294859,0.0015149290056086784
overlap,221446,590040,206291,526077,0.0011900131516926482
overlap,221504,364600,206344,339941,0.0027038726021025414
overlap,221678,517422,206511,482382,0.026402052150703903
overlap,221685,393217,206518,366763,0.0024645543820387594
overlap,221710,359303,206540,335010,0.004008829784694017
overlap,221728,374323,206557,349038,0.0009298017664109397
overlap,221782,282410,206609,263088,3.943068547354736e-06
overlap,221782,336660,206609,313775,0.0004937401246944091
overlap,221782,475823,206609,443880,0.0009541545793183559
overlap,221782,391451,206609,365136,0.0009541606865986555
overlap,221881,328061,206704,305768,0.0018597307465921227
overlap,221916,541759,206735,504520,0.010638711562789683
overlap,221952,301622,206769,281065,0.0055051853820002675
overlap,221968,238461,206783,222146,0.034916840489353645
overlap,221979,589139,206794,507978,0.0006032674992470426
overlap,222049,288094,206858,268415,0.0003963691686799922
overlap,222121,334942,206923,312200,0.0016609715355580363
overlap,222129,589139,206931,507978,0.0001645839420295571
overlap,222220,8405,207016,520775,0.0003362886097054735
overlap,222243,319854,207038,298080,0.0049717253809937745
overlap,222275,416734,207066,388837,0.0009447998874260507
overlap,222275,514521,207066,479694,1.591317827184742e-06
overlap,222345,575882,207131,507519,3.774316806042248e-05
overlap,222378,347555,207160,323982,0.0012240476738498683
overlap,222378,410713,207160,383197,0.013062344709650935
overlap,222381,576673,207162,507567,0.002480734842222587
overlap,222399,491623,207177,458537,0.0017496698778245445
overlap,222417,460573,207192,429718,0.00012977757403506417
overlap,222417,527377,207192,491581,0.0008310577848041242
overlap,222483,536744,207255,500237,0.0006267131672233482
overlap,222483,541078,207255,503938,0.0002951315434981331
overlap,222492,282609,207264,263278,0.0030859888050170925
overlap,222575,536680,207347,500178,0.008126906279784407
overlap,222575,536654,207347,543105,2.06540204706208e-07
overlap,222575,1472576,207347,543104,0.012530675080721525
overlap,222616,451580,207387,421373,0.004239823666651529
overlap,222648,523790,207416,528963,0.00044620860516896704
overlap,222703,486526,207464,453801,0.0013758687301362246
overlap,222708,313156,207469,291834,0.00030857412576037243
overlap,222769,410618,207527,383109,0.0010950496874535531
overlap,222769,302268,207527,281667,0.0010950663455947703
overlap,222775,285898,207533,266357,7.645089915712908e-05
overlap,222782,280763,207540,261573,0.03009094086050874
overlap,222949,234854,207694,218809,0.00124894129621822
overlap,222949,518878,207694,483710,0.0007755107922857985
overlap,223016,541751,207755,504512,0.00013182108260882889
overlap,223020,404566,207759,377431,0.0025097054568211275
overlap,223049,335020,207787,528335,4.533603067573093e-05
overlap,223049,331847,207787,309321,0.0014561716813741678
overlap,223140,396933,207868,516983,0.0017141579485908077
overlap,223242,1446641,207966,513150,0.00030264815100926806
overlap,223242,1446637,207966,526008,0.00029299203050674535
overlap,223242,1446625,207966,526007,0.0002929959832567164
overlap,223242,1446632,207966,526005,0.000293015967365266
overlap,223242,1446631,207966,526006,0.0002930122450082173
overlap,223242,1446624,207966,513138,0.0003113186286003433
overlap,223242,1446623,207966,513137,0.0003113307486182979
overlap,223242,1446639,207966,513148,0.0003009893719823076
overlap,223248,511272,207972,476690,0.005161096029437064
overlap,223273,361385,207997,336938,0.0024997139477105058
overlap,223307,519698,208031,484465,0.011044948499175263
overlap,223333,593249,208057,508159,6.411130574853947e-05
overlap,223389,515704,208109,480784,0.0008136192712366326
overlap,223523,324600,208237,302505,4.126168160735976e-05
overlap,223525,538681,208238,501942,0.032485840826132935
overlap,223594,274463,208300,255668,0.48468347495619224
overlap,223602,517988,208308,482902,5.2104569442120927e-05
overlap,223676,302368,208380,281760,0.0006544305378054613
overlap,223677,281650,208381,262395,0.001691825713101336
overlap,223677,304569,208381,283805,3.3863460470787935e-06
overlap,223678,404330,208382,377213,0.007309305952663846
overlap,223686,764004,208389,509184,0.00018757067631547386
overlap,223728,425844,208429,530980,6.520276421564876e-07
overlap,223830,342734,208521,319450,9.984708966796117e-05
overlap,223830,304495,208521,514081,3.882938353871879e-05
overlap,223851,797248,208540,530526,0.0017398833902011145
overlap,223853,511064,208542,535860,0.00140030629242345
overlap,223853,375614,208542,350265,7.161145356349152e-05
overlap,223865,542057,208553,504773,0.003532947998571633
overlap,223865,541520,208553,504315,0.003986826777051533
overlap,223895,537938,208582,501305,0.009594251284567597
overlap,223945,537744,208630,501136,0.0008194449430013334
overlap,224070,330106,208745,307687,0.003862734648328675
overlap,224077,450035,208752,419938,0.000910763602287835
overlap,224091,1343576,208765,512355,0.00017557237429820737
overlap,224127,593246,208800,508158,0.001423567335089873
overlap,224138,501329,208810,467525,0.008752536260294087
overlap,224146,381212,208818,355543,0.005987590911367738
overlap,224164,586344,208835,507928,0.00029645139577405555
overlap,224187,392880,208854,366455,0.0005408647344802181
overlap,224187,461745,208854,430808,0.00017925433093040689
overlap,224213,241580,208879,225041,0.017998125802805957
overlap,224213,416455,208879,388583,0.0002445102059068253
overlap,224220,357019,208886,332880,0.002268584245608718
overlap,224251,543804,208916,506254,0.0003425056741608747
overlap,224251,543767,208916,506222,0.000325138716594937
overlap,224377,228384,209031,212800,0.0005993626577698308
overlap,224556,151162,209200,528495,2.921407910484787e-05
overlap,224561,344956,209205,321550,0.013063946404543003
overlap,224585,393565,209228,367092,0.01289696570762544
overlap,224625,430791,209268,402003,0.00039453220214413776
overlap,224625,291699,209268,271810,1.695057063817745e-05
overlap,224693,372475,209330,347301,0.019976782140712857
overlap,224716,477636,209352,445566,0.16779814965919013
overlap,224794,241658,209423,225113,0.010086797640532568
overlap,224794,250415,209423,233260,0.002484713036108483
overlap,224804,1167400,209433,511397,2.4981038155902358e-05
overlap,224915,536585,209535,508428,4.442200892189186e-05
overlap,224916,582740,209536,531350,0.005705067518134932
overlap,224964,234982,209582,218929,0.0004413486713018
overlap,225051,444586,209661,414909,0.0005094657397262479
overlap,225069,379793,209679,354197,0.02397555114214356
overlap,225111,258989,209719,241255,0.0033867633236959183
overlap,225143,509073,209750,474667,0.003810217554071349
overlap,225168,346438,209773,322940,0.00027087814744768525
overlap,225181,306453,209786,285562,0.000283365110634648
overlap,225213,543257,209816,505812,0.0001099779530484664
overlap,225250,288359,209850,529811,1.38883708749038e-05
overlap,225250,1471994,209850,529812,5.6060596757498155e-09
overlap,225301,236015,209897,219883,0.0015474319940840483
overlap,225305,285916,209901,266375,0.0022600557427303178
overlap,225341,379153,209935,353599,0.0006325787859198696
overlap,225353,271683,209947,253064,0.002633345083979499
overlap,225396,1474287,209988,546126,0.001126605881773886
overlap,225461,216640,210050,545714,0.004406486697023519
overlap,225538,58511,210122,532469,0.012423276410190158
overlap,225700,375737,210277,350383,0.025310788721455604
overlap,225738,541663,210311,504437,0.009448264557572195
overlap,225834,328707,210403,306373,0.0020530358699497597
overlap,225835,95419,210404,516160,0.0003882816784855792
overlap,225835,228558,210404,516162,8.517911179846405e-06
overlap,225859,400693,210427,536696,0.005645241983060396
overlap,225912,328493,210477,306172,0.00026532549150895654
overlap,225950,476498,210514,444499,0.00038544663100293915
overlap,225955,416777,210518,388879,0.016136290659593377
overlap,226031,499443,210587,465798,0.0004922084021733996
overlap,226031,49607,210587,534821,0.00021940473498079452
overlap,226062,575453,210615,507474,0.0024760675003637806
overlap,226127,343071,210677,319770,0.0004904098557383454
overlap,226146,446228,210695,416415,0.0010897397014963477
overlap,226373,534666,210910,498337,0.003370403141526501
overlap,226474,387566,211002,361501,0.003981672348871257
overlap,226513,310067,211036,288950,0.00016150109871611025
overlap,226513,249875,211036,232750,0.0010033962188344958
overlap,226585,521069,211106,537734,0.0015321012849690428
overlap,226605,326944,211125,304710,0.005925755760970652
overlap,226744,854196,211256,529584,0.0007612305004676169
overlap,226787,366320,211295,341551,0.0012398157769443643
overlap,226819,478608,211326,446466,0.000659798606773008
overlap,226843,250693,211350,233521,0.0015420694306114138
overlap,226879,297976,211385,277654,0.0024337106720135893
overlap,227081,513551,211574,478798,0.00044699150898974693
overlap,227135,418097,211627,390109,9.854982449463204e-06
overlap,227189,492966,211679,459796,0.0015523213175220457
overlap,227192,466707,211682,435393,0.005586630797843384
overlap,227336,464228,211815,433110,0.0006092669759557579
overlap,227351,366561,211829,530665,0.004361119973360368
overlap,227423,312275,211896,291013,0.0589133651253407
overlap,227455,393719,211927,367235,0.0014863622811744828
overlap,227468,324677,211940,302577,0.009561660472023448
overlap,227501,539258,211970,502439,0.013024013524524826
overlap,227695,451085,212151,420910,0.007066391117089409
overlap,227806,518882,212252,483713,0.005392730716553608
overlap,227821,518615,212266,483473,0.0008197372302573352
overlap,227840,506517,212283,472333,5.8126689052106665e-05
overlap,227857,335505,212299,312710,0.08137438294941646
overlap,227894,556934,212335,506984,0.0006860041108325277
overlap,227957,453126,212396,422807,8.221327373680865e-05
overlap,227958,542339,212397,505031,4.345160341978627e-06
overlap,227958,541106,212397,503963,1.869056951523548e-05
overlap,227961,467865,212400,436473,8.088098076974859e-05
overlap,227967,310520,212406,289367,0.0022211132952321988
overlap,228008,1474204,212444,546028,0.0003529930721725057
overlap,228035,349997,212471,326279,0.0004887791509005715
overlap,228098,383874,212532,358033,0.00015303035570446536
overlap,228146,108255,212574,514360,0.002167517164140173
overlap,228158,268952,212586,250538,0.00017395957835741882
overlap,228255,489742,212677,516321,0.0037193343711870892
overlap,228276,243015,212698,226364,0.0002483261889254085
overlap,228341,267065,212758,248791,0.0006399892540121649
overlap,228356,346224,212773,322740,0.003852454444114528
overlap,228385,71340,212801,531820,0.00025094109519816366
overlap,228395,459695,212810,428899,0.0024134637035650996
overlap,228395,526069,212810,490363,0.0009049177427671307
overlap,228395,487977,212810,455136,0.0003016609367801527
overlap,228395,530121,212810,494144,0.0025562257472594423
overlap,228395,439868,212810,410508,0.0003016569363369914
overlap,228415,80327,212829,528980,0.001043028619788576
overlap,228426,275967,212838,257062,0.004017630285971387
overlap,228426,319757,212838,297996,0.003939685214959723
overlap,228434,543590,212846,506068,0.002912350275171032
overlap,228456,273537,212867,254798,0.0004542776197788855
overlap,228530,236767,212936,220590,0.00021243650676549346
overlap,228530,382836,212936,357052,0.00021255582298541
overlap,228585,1475289,212986,547109,4.345511246136517e-06
overlap,228585,1475288,212986,547108,2.2159762924373744e-10
overlap,228647,556884,213043,506945,0.0004283591074760577
overlap,228717,1471106,213110,519316,0.0011314706094850025
overlap,228783,1473515,213170,545333,0.0016611460658787008
overlap,228863,1068044,213244,510849,0.024997420633887796
overlap,228928,317642,213305,296034,0.0002080376201331822
overlap,228975,332528,213351,309958,0.015086399508021486
overlap,229042,503771,213412,531587,0.0007342997300642199
overlap,229107,453963,213472,423597,0.007020576380651933
overlap,229191,1408865,213551,512859,0.00038680110961904137
overlap,229203,252445,213563,235159,3.94327429946472e-06
overlap,229300,241722,213655,225168,9.311404791465249e-05
overlap,229443,329445,213789,307061,0.006859024179181364
overlap,229462,279749,213808,260610,0.0029170414154714294
overlap,229484,245679,213829,228835,7.315266492525455e-06
overlap,229499,233453,213844,217512,0.0006644387686638182
overlap,229549,370092,213891,345063,0.0002979668942242358
overlap,229581,925006,213921,509932,0.0013705793822396117
overlap,229601,411440,213941,383878,0.0013587221192352672
overlap,229662,406716,213999,379460,0.003389913234544679
overlap,229775,582740,214105,531350,0.001642442615128914
overlap,229827,279836,214155,260693,0.0019246073834990355
overlap,229843,394474,214171,367946,0.001361436059745477
overlap,230016,1027612,214333,510610,0.007208083019459162
overlap,230020,69756,214337,517722,0.00024520018795826104
overlap,230028,463733,214344,432652,0.0018667616511898188
overlap,230090,332629,214401,531704,0.0002352407903851917
overlap,230090,251902,214401,234647,0.002762360194367375
overlap,230106,425844,214414,530980,0.0015359748350606253
overlap,230140,461257,214446,430360,0.0017949938224654921
overlap,230191,399713,214495,372870,0.010589558663298249
overlap,230204,353753,214508,525158,0.008258009527727362
overlap,230287,8405,214586,520775,0.0002315951478570536
overlap,230306,457622,214605,507475,0.0009739665269663094
overlap,230306,497876,214605,534907,0.0005290926628909176
overlap,230314,341064,214612,317897,0.003394353607113487
overlap,230381,392750,214675,366333,0.00034793782633925336
overlap,230381,269658,214675,251190,0.0023753637096051118
overlap,230381,334917,214675,312176,0.0029002514318169225
overlap,230422,575453,214713,507474,0.0006848882486377994
overlap,230466,246042,214754,229172,0.0015369385705347183
overlap,230621,403749,214896,376668,0.013883435243802481
overlap,230775,446139,215041,416330,0.0014217778753767957
overlap,230875,371775,215132,346644,0.00018556061330100046
overlap,230913,499772,215166,466095,0.023200637480975672
overlap,230945,541460,215195,504268,0.00031678163938033625
overlap,230972,586343,215221,507927,0.010394348966358869
overlap,231061,537904,215302,501273,0.0001533793642856124
overlap,231069,301994,215310,281410,0.004385165262349269
overlap,231104,266307,215345,248086,0.002590171033168962
overlap,231118,495884,215359,462505,1.4406679070771702
overlap,231160,539712,215400,502840,0.0029384100029510307
overlap,231245,387429,215478,361371,0.0015259403170417647
overlap,231313,575868,215541,507514,0.000248101296638216
overlap,231314,429842,215542,401103,0.02158114562053015
overlap,231388,595300,215609,508185,0.009059478735267135
overlap,231611,500524,215819,466781,0.48020751739713696
overlap,231667,590081,215874,533846,0.0006425786215429843
overlap,231719,510480,215924,475961,0.2679522718498279
overlap,231880,455483,216069,425007,0.0004785624728606255
overlap,231888,552441,216077,532963,0.00011025296476505081
overlap,231907,554019,216096,506910,0.002323497332336281
overlap,231994,423972,216174,395589,0.0007082394964403882
overlap,232002,479864,216181,447632,0.0016889110574425104
overlap,232091,433727,216262,404742,0.712448091002571
overlap,232191,477087,216354,445051,2.527879105403117e-05
overlap,232191,382677,216354,356905,0.002993435091891039
overlap,232247,472101,216407,440420,8.067899307707746e-05
overlap,232270,538588,216430,501867,0.001545395372673397
overlap,232336,829325,216492,539272,0.009692400757046471
overlap,232336,290757,216492,535575,0.0075292521502206
overlap,232450,586343,216602,507927,9.41795037245419e-06
overlap,232460,604890,216611,508388,0.0037776596237632334
overlap,232471,349990,216621,326272,0.00022313113769707713
overlap,232493,498615,216640,465032,0.0007861982423860714
overlap,232563,239797,216705,223377,0.0005779618074322444
overlap,232564,539168,216706,538569,0.0008266493075030912
overlap,232576,536634,216717,532689,0.0010943521218393926
overlap,232576,555223,216717,506917,1.7563762028756022e-08
overlap,232623,261213,216759,243341,0.011549286014688137
overlap,232623,529622,216759,493677,0.0002289625291168469
overlap,232649,539168,216784,538569,7.28887749958468e-05
overlap,232697,797248,216829,530526,0.0024755137767839795
overlap,232697,536685,216829,500183,0.011111331279431832
overlap,232697,538859,216829,502104,0.004161737119610411
overlap,232806,383312,216930,357501,0.5176532681745698
overlap,232815,489742,216939,516321,0.0006185196773921856
overlap,232829,271107,216951,252536,0.0042554428412175105
overlap,232854,444384,216975,414723,0.0005299310181587913
overlap,232887,332589,217004,310013,0.0012319286444330206
overlap,232887,451668,217004,421454,0.0012318751521230864
overlap,232914,541163,217027,535116,0.0032152731118285033
overlap,232914,340075,217027,316967,0.0013477570813791846
overlap,233111,477020,217205,444987,0.008734646059594672
overlap,233131,456786,217224,426210,0.6345148756913659
overlap,233152,319688,217242,297933,0.000349114530977942
overlap,233428,260621,217488,242779,0.0003548831833823905
overlap,233433,434797,217493,405754,0.0017537368190367886
overlap,233602,318677,217653,297004,0.001868817213338314
overlap,233617,493622,217667,460413,0.00043875989596533246
overlap,233638,498355,217685,464796,0.010494372430339719
overlap,233747,1474946,217787,546755,0.0003463796566739323
overlap,233747,1474944,217787,546753,0.0006927378578129861
overlap,233747,1474947,217787,546756,0.0003463738362565749
overlap,233747,1474952,217787,546761,0.001433560482944249
overlap,233747,1474953,217787,546762,0.0017319485135710488
overlap,233747,1474951,217787,546760,0.0014334930466780751
overlap,233747,1474954,217787,546763,0.0017318564412378556
overlap,233747,1474955,217787,546764,0.002126304334869467
overlap,233747,1474956,217787,546765,0.00278954551207328
overlap,233848,488323,217875,455465,0.00010637337731810926
overlap,233848,442140,217875,412626,0.0034556181522589213
overlap,233875,518039,217897,482948,0.0017469911522389402
overlap,233884,554019,217906,506910,0.0013789058042407345
overlap,233931,272919,217953,254223,0.0018099951803023373
overlap,233987,244183,218005,227457,4.900796712262309e-07
overlap,234082,416479,218096,388605,0.0011234635352384004
overlap,234082,538126,218096,537849,0.2023530884210823
overlap,234082,1474188,218096,546011,0.0018314454187026204
overlap,234098,425844,218110,530980,0.00036239704024514845
overlap,234194,308774,218201,287741,0.008668345048427284
overlap,234224,333613,218230,310957,0.024499069081181837
overlap,234340,313063,218336,291748,0.0005289846275111643
overlap,234390,288398,218383,268702,0.0023090690982030537
overlap,234390,1003970,218383,510421,0.2787919522310724
overlap,234400,593246,218393,508158,0.0006154963850433766
overlap,234431,519695,218422,484462,2.406197957093416e-06
overlap,234462,523790,218450,528963,0.00014895550249960365
overlap,234480,511706,218467,477097,0.0026889517395230237
overlap,234490,596069,218477,508241,0.000622198440460105
overlap,234494,1473153,218481,544991,2.8473926618532985e-05
overlap,234528,289692,218511,269920,0.007523628792050374
overlap,234556,279266,218538,260154,0.000143217465580571
overlap,234606,542035,218585,504756,0.020423790130847275
overlap,234670,352555,218639,328669,0.012992129232504368
overlap,234677,541759,218646,504520,0.015856889488261392
overlap,234692,511745,218660,477135,0.00020804135110033962
overlap,234732,59002,218694,532470,0.002924918389307759
overlap,234753,1459060,218715,513220,0.001089486323603663
overlap,234838,335032,218793,312282,0.0035877583448487016
overlap,234838,539123,218793,502338,0.001551842921848845
overlap,234856,402979,218811,375949,0.0010183495195611623
overlap,234863,537971,218818,501331,0.008560787879942406
overlap,234880,460242,218833,429403,0.03555166446700486
overlap,234883,524290,218836,488746,0.0014782000989123458
overlap,234936,437056,218886,407880,2.2424870334104645e-07
overlap,234936,530668,218886,494640,2.1463244792130354e-05
overlap,234946,299897,218894,279453,0.00016994669332245796
overlap,234956,1312711,218903,512171,0.0026896795722564093
overlap,235165,328129,219095,305832,0.004596254696607127
overlap,235394,265833,219309,542076,0.02761882373001851
overlap,235397,375701,219312,350348,0.03799121892555614
overlap,235419,468082,219331,436681,0.02231203658664782
overlap,235468,260181,219377,242374,0.0017350240320900216
overlap,235493,472837,219399,441110,0.0015072985693507235
overlap,235511,417199,219415,389269,0.006069876810964919
overlap,235538,246814,219442,229889,0.00024249861998177117
overlap,235565,240268,219469,223805,0.00027187756209969796
overlap,235579,476498,219481,444499,0.00038145751674151284
overlap,235583,347276,219485,530158,0.001711376437080469
overlap,235647,534709,219542,498377,0.027214030174370116
overlap,235651,457534,219546,426902,0.0032842291965593635
overlap,235673,118374,219566,543370,0.09191368714130022
overlap,235692,566945,219584,507228,0.0011954674989400615
overlap,235715,356335,219607,332224,0.004521236082965174
overlap,235861,600892,219741,508303,0.0013942886766614556
overlap,235870,265710,219750,536049,0.00019910781594005555
overlap,235870,460888,219750,430014,0.0005248884039510695
overlap,235918,834927,219793,509339,0.0014648711933359618
overlap,235972,264938,219843,246815,0.00012043945979379271
overlap,235987,540316,219857,503324,0.0004306513111577207
overlap,235989,145849,219859,533343,0.0016978504334008175
overlap,236062,573021,219928,507369,0.0019450726405250563
overlap,236062,483411,219928,450917,6.374867586550579e-07
overlap,236086,297392,219950,277115,0.004133236527846022
overlap,236137,532357,220000,496205,0.00025007222912099204
overlap,236174,541764,220034,504524,0.0007148501836664402
overlap,236234,362506,220094,337989,0.0009438273012065712
overlap,236234,504588,220094,470558,0.0009438425906864722
overlap,236274,321606,220132,299710,0.013091540384335687
overlap,236297,552435,220154,506869,0.00011507388157261378
overlap,236329,285268,220184,265766,1.6865041279937824e-05
overlap,236367,543598,220221,506074,0.0006613126593038032
overlap,236373,540360,220226,535060,0.00027942405093936716
overlap,236383,339352,220236,316297,3.511747197020281e-09
overlap,236386,60705,220239,520178,0.005978474429646391
overlap,236478,424523,220320,396099,0.00016761738224140956
overlap,236488,390486,220330,364242,0.0007671352891164829
overlap,236492,106221,220334,530609,0.033047430603687644
overlap,236593,511675,220428,477067,0.0011287442789005093
overlap,236613,398181,220443,371434,0.0019434270601550452
overlap,236613,361323,220443,336881,0.00048375261594086477
overlap,236644,937036,220474,509975,0.0005833266236669465
overlap,236647,340048,220477,316942,0.00015613613574672058
overlap,236743,540752,220567,503681,4.244793062145472e-05
overlap,236743,542416,220567,505096,0.008429409682449372
overlap,236781,542890,220602,505489,0.0010135961252662749
overlap,236829,509924,220647,475455,0.0013324495816509736
overlap,236878,539276,220692,518599,0.0013542372851802487
overlap,236913,471947,220726,440284,1.4447992327968012e-06
overlap,236932,310141,220744,520605,0.003968143435177006
overlap,236932,252362,220744,235078,0.005341242301712304
overlap,236944,400844,220755,373939,0.0008963032431275408
overlap,236944,513545,220755,478792,0.002428973290165004
overlap,237013,541399,220817,504212,0.003340430670498297
overlap,237133,394727,220923,368185,0.0007635212603389618
overlap,237234,89941,221018,542945,0.0013983494049796263
overlap,237271,467656,221052,436279,0.00245084594706668
overlap,237299,484908,221079,452287,0.5705991194848422
overlap,237301,338702,221081,315694,0.00014592227358011027
overlap,237301,472652,221081,440938,0.0037847555398679003
overlap,237309,260988,221087,243125,0.000987234248441382
overlap,237313,478988,221091,446813,0.0023433505777317176
overlap,237334,343928,221111,320582,0.0002659206625055692
overlap,237343,442387,221118,412856,7.836455650639396e-07
overlap,237343,459261,221118,428504,1.913533130733046e-05
overlap,237344,242469,221119,225851,5.2644967893176325e-06
overlap,237344,495387,221119,462047,0.00044839213566063267
overlap,237347,540862,221122,503762,0.006714181714855272
overlap,237356,340942,221130,317780,0.00047104443695367983
overlap,237356,319148,221130,531506,0.003608409707748894
overlap,237480,2273,221241,518157,0.0003051317558158661
overlap,237485,518478,221245,483348,0.014234169093072069
overlap,237615,419563,221364,391484,0.003492201239101177
overlap,237624,521314,221373,536260,0.0667472486159113
overlap,237662,331264,221408,308767,9.512980085854298e-05
overlap,237698,528929,221440,493026,0.00015047131294767112
overlap,237713,324924,221455,302817,0.010368460694721193
overlap,237718,533527,221460,497267,0.0006304769427600831
overlap,237773,454100,221508,423716,0.010779256849623664
overlap,237802,55834,221536,530601,0.0001553439676662549
overlap,237813,419168,221546,519925,0.00019904131446261497
overlap,237859,1204697,221589,511541,0.002781374048680618
overlap,237865,470920,221595,439331,0.005076157130649683
overlap,237868,526948,221598,491180,0.0004578664494983009
overlap,237915,287259,221636,267627,0.0034985533521517966
overlap,237956,514235,221671,479430,0.1812133888389114
overlap,237991,265380,221705,247231,0.006846910407033446
overlap,238044,298699,221756,278336,0.00037109530810434634
overlap,238046,541760,221758,504521,0.008778893596677939
overlap,238251,337690,221950,314739,0.0010282490071609196
overlap,238251,259544,221950,241774,0.0025978755275017917
overlap,238251,331605,221950,309085,0.0015017110658561705
overlap,238251,409869,221950,382417,0.0003214696697282701
overlap,238272,511209,221970,476630,0.0021361684020462235
overlap,238308,489742,222004,516321,0.0003006630878138104
overlap,238319,268000,222015,249650,0.0001340946611389296
overlap,238391,422717,222080,394420,0.0064441540476225315
overlap,238420,391357,222108,365048,7.493737777630738e-05
overlap,238420,394981,222108,368425,0.0040144267949729084
overlap,238435,959463,222122,510154,5.894615876637227e-06
overlap,238435,964297,222122,510204,5.640334725394403e-05
overlap,238480,333992,222163,311312,0.0090554012161696
overlap,238481,486692,222164,453953,0.004126839794643722
overlap,238537,389099,222213,362946,0.0010541482593018651
overlap,238539,537259,222215,500709,0.011881641313806313
overlap,238650,501607,222320,526505,0.0011155302834966463
overlap,238666,293037,222334,273059,0.003520186941258544
overlap,238701,262132,222364,244204,0.00033231357246531917
overlap,238715,518857,222377,538120,0.004111304696900623
overlap,238774,556941,222431,506990,0.00039453146242049555
overlap,238832,541194,222484,504034,3.059957118484711e-05
overlap,238853,346494,222504,322993,0.011046984788066538
overlap,238883,588741,222532,507977,0.00049934639393036
overlap,238889,501468,222537,467654,0.00037413086046488546
overlap,238928,582289,222573,507827,0.024541681050417073
overlap,238928,296409,222573,276203,0.0654823003067122
overlap,238931,1473761,222576,545575,0.00035630674150774976
overlap,238947,522318,222592,486912,0.0027582924629397515
overlap,239043,433315,222682,404371,0.0055910109048422345
overlap,239140,444870,222770,415173,0.017412619964975784
overlap,239246,534102,222866,497813,0.00047034876671768895
overlap,239274,460280,222894,429438,0.002386373373801067
overlap,239315,1474318,222933,546125,0.010747530296731256
overlap,239333,431623,222949,402784,0.0006543147742615345
overlap,239343,260863,222959,243010,0.0038689630174540703
overlap,239364,512994,222979,478283,0.005308956312688168
overlap,239390,371623,223000,531525,0.0017800187297186258
overlap,239512,317642,223114,296034,0.0002081877675047842
overlap,239557,402549,223154,375541,0.008304668178274497
overlap,239649,375956,223240,350591,0.02259334778969474
overlap,239720,1474015,223301,545837,0.0008449009040989043
overlap,239726,186556,223307,526000,7.490265399831504e-05
overlap,239730,446641,223311,416800,0.011792270107950175
overlap,239730,472859,223311,441130,0.0038614262067039216
overlap,239750,438570,223331,409293,0.0029675142248859533
overlap,239780,1474150,223361,545972,0.007563838952336255
overlap,239780,121975,223361,518142,0.022341194882392515
overlap,239803,270728,223381,252187,0.0032402473075467952
overlap,239871,372597,223441,347419,0.00019473314584389148
overlap,239913,463571,223479,432508,0.0898512500679368
overlap,239996,287876,223558,268206,0.0016924532169184658
overlap,240030,465241,223588,434022,0.011533631777331852
overlap,240219,490110,223761,457122,0.000825428173641285
overlap,240237,486173,223777,453475,0.0009064225719606078
overlap,240291,424953,223827,519128,0.028928035967716682
overlap,240304,320415,223840,298602,0.002357475574453802
overlap,240342,46071,223876,515902,0.0021838067794884984
overlap,240342,111313,223876,515903,0.004323056041016571
overlap,240394,1455860,223924,513206,4.618716747027357e-05
overlap,240425,151162,223952,528495,0.00019361644617120916
overlap,240506,92599,224030,528590,0.00176280782787998
overlap,240515,541622,224038,504402,0.005030984410684142
overlap,240684,331738,224199,309212,0.004337839631491804
overlap,240710,263637,224224,245608,0.0005808162149189017
overlap,240741,376181,224252,350805,0.0001989398909373999
overlap,240803,393620,224313,367144,0.0010407690822745298
overlap,240814,476136,224323,444161,0.011792589734195414
overlap,240817,1336360,224326,512317,0.0009051577727414986
overlap,240938,556934,224439,506984,1.540383334672793e-05
overlap,240961,540640,224457,503586,0.0006866719755457412
overlap,240962,285771,224458,266239,0.00169955787003524
overlap,241028,515152,224519,480274,0.002084630453011599
overlap,241035,294911,224526,274807,0.00020802640238712448
overlap,241109,528199,224597,492340,0.01080420753341263
overlap,241159,266238,224645,527898,0.0014050069796356325
overlap,241183,358115,224668,333890,0.0038173460041210916
overlap,241199,541976,224684,504708,0.00159495163683121
overlap,241253,426857,224733,398288,0.0019157036016107627
overlap,241273,440104,224751,410729,0.002325946233936676
overlap,241296,67981,224774,516587,0.0003149888739470019
overlap,241308,314866,224786,293421,3.585639806331952e-06
overlap,241312,567771,224790,507259,0.009517720427552945
overlap,241325,421438,224803,393220,0.0027396130781602857
overlap,241333,514060,224810,479267,0.0007271784324025532
overlap,241333,527438,224810,491639,0.01041541280081354
overlap,241333,403861,224810,376774,0.02258229579202705
overlap,241380,429946,224854,401203,0.0031474888295122128
overlap,241380,419168,224854,519925,0.0004427706638070221
overlap,241503,59002,224969,532470,0.0028611747008093556
overlap,241509,405153,224974,377979,0.00017582666578958017
overlap,241524,543767,224987,506222,1.345216258138819e-07
overlap,241524,542995,224987,505583,0.002419518199047843
overlap,241580,520026,225041,484758,0.04012004774340916
overlap,241580,279419,225041,260299,0.0011788293832778775
overlap,241594,386769,225053,514353,0.002279012043307607
