issue_type,parcel_1,parcel_2,index_1,index_2,area
overlap,107832,794427,100382,509259,0.004976816461732621
overlap,107884,374876,100430,349570,0.028295578110682507
overlap,107884,523380,100430,487898,0.004992896232440916
overlap,107895,449601,100441,419536,0.00026353067134374946
overlap,107928,205478,100473,191427,0.003649601144771253
overlap,107954,542931,100498,505528,0.024986671920080146
overlap,108085,471121,100621,439516,0.03880257437614007
overlap,108131,245678,100666,228834,0.0002328834568743332
overlap,108146,349589,100679,532472,0.008965093716575057
overlap,108204,126147,100734,117505,0.02264394854048213
overlap,108239,468930,100768,437472,3.8220606196426115e-06
overlap,108239,362566,100768,338044,1.0645274881591112e-08
overlap,108384,276291,100904,257361,0.0007699067565129502
overlap,108450,179381,100967,167158,0.004848571630505286
overlap,108469,189867,100986,176897,0.0028002080676895404
overlap,108628,138938,101132,129458,0.0014123273824807577
overlap,108635,132174,101138,123128,0.0035663265569603124
overlap,108672,539614,101173,502758,0.003308151033115836
overlap,108709,593246,101209,508158,0.0026337662383215292
overlap,108782,195798,101277,182451,0.0020396059675616644
overlap,108820,524013,101312,488492,0.0011185376215207018
overlap,108848,466868,101335,435544,0.011815193282941342
overlap,108980,259786,101462,242001,0.0073569423410136895
overlap,109009,222954,101490,207699,0.010460124378745885
overlap,109062,323566,101537,301550,0.0006897912378036608
overlap,109087,541759,101561,504520,0.000719915880769347
overlap,109093,467973,101566,436577,0.0005116985466579938
overlap,109139,430662,101611,401882,0.007007147549263475
overlap,109162,315789,101630,294284,0.0020414410297888573
overlap,109162,226879,101630,211385,0.0031868404262554145
overlap,109191,496026,101658,531926,0.0004141960648852311
overlap,109202,152201,101667,141816,0.0013228488987706067
overlap,109219,306451,101684,520856,0.00010717280042925082
overlap,109261,902565,101722,509796,7.164580991288942e-05
overlap,109282,220518,101741,205431,0.0010424181188530834
overlap,109312,406717,101769,379461,0.0001436643865228411
overlap,109332,230278,101788,214577,0.003750440484841822
overlap,109354,186410,101810,173692,7.097843354839269e-09
overlap,109355,1399236,101811,534077,0.00033462701796528713
overlap,109360,197899,101816,184411,0.0004007769665934635
overlap,109360,511706,101816,477097,0.0011519242489268513
overlap,109366,247667,101822,230676,0.00172899119323159
overlap,109396,175420,101848,163464,4.0173891902002946e-05
overlap,109396,149099,101848,138913,0.00045184804719331195
overlap,109396,1399239,101848,512677,0.0014685900603623736
overlap,109498,511442,101944,476846,0.0003730936510259097
overlap,109504,435654,101949,406566,0.012441829744502348
overlap,109531,387683,101976,361614,0.04979235720327736
overlap,109576,505316,102018,471235,0.13421451816844865
overlap,109625,1475308,102062,547127,1.5797132733467295e-05
overlap,109625,231815,102062,216008,1.8939573036114155e-05
overlap,109648,217252,102082,202404,0.0015467005063257483
overlap,109663,140198,102097,130648,0.00027974061958273224
overlap,109691,132193,102125,123145,0.00046591295294438515
overlap,109750,978328,102178,510247,0.00017121128153055586
overlap,109772,58511,102196,532469,0.0026796120272870633
overlap,109776,141525,102200,131888,0.0007665302673477975
overlap,109776,221329,102200,206182,0.0009182602961749708
overlap,109804,523460,102227,487973,0.0007189447204276893
overlap,109804,326017,102227,303836,0.007373366218685895
overlap,109810,190005,102233,177025,0.00760334936575191
overlap,109829,189932,102250,176957,0.0003528853306252744
overlap,109848,406405,102267,379163,0.0035314123306188928
overlap,109882,345569,102299,322118,0.01607212490539567
overlap,109902,277990,102319,258968,0.024693103710095872
overlap,109903,138691,102320,129222,0.008289033640280304
overlap,109918,265820,102335,247629,0.0009484347057262532
overlap,109929,292833,102345,272870,0.0008919921518903459
overlap,109933,481485,102348,449157,0.0028829388470582584
overlap,109935,513203,102350,478476,0.00029697073790749305
overlap,109996,491216,102408,458159,0.0013989824664690786
overlap,110000,443685,102412,414073,0.00038671932069873726
overlap,110027,141937,102435,132272,0.002391963886452686
overlap,110058,525424,102465,507946,0.0006403213928303076
overlap,110083,421512,102488,393291,0.0033620282592323747
overlap,110083,369208,102488,344241,0.003362005514059136
overlap,110083,419168,102488,519925,2.9659466633058442e-05
overlap,110123,297785,102528,277478,0.0025567778256980235
overlap,110133,537883,102537,501258,1.2093358411561058e-05
overlap,110158,423848,102562,395472,0.001230562517037015
overlap,110202,505653,102602,471543,0.000318758712659184
overlap,110253,289742,102650,269966,0.009587774652700887
overlap,110293,135085,102687,125870,0.012228137159807417
overlap,110393,160478,102776,533464,1.9564883490100866e-05
overlap,110427,297407,102809,277129,0.00405766279311174
overlap,110493,274250,102869,255467,0.002333939269025713
overlap,110528,472259,102901,440567,0.003394211789078838
overlap,110528,207658,102901,193461,0.0033943631293210817
overlap,110547,86500,102918,509267,0.000540886395627676
overlap,110549,279519,102920,260393,0.0036746566702952066
overlap,110556,459472,102927,428696,0.005223713459614032
overlap,110556,482935,102927,450483,0.0032973706424580473
overlap,110589,516870,102957,481872,0.0008092762727122676
overlap,110735,146519,103098,136507,0.00031773831324244384
overlap,110738,168542,103101,157052,3.0755114243108395e-05
overlap,110781,554019,103141,506910,0.0003413094429521971
overlap,110918,332765,103272,310174,0.002749422261342005
overlap,110940,604094,103292,532964,0.009952102689788486
overlap,110944,575868,103296,507514,0.0001703126294083921
overlap,111002,502019,103352,468163,0.00023489459364119098
overlap,111002,496214,103352,462812,0.0007799587131072512
overlap,111024,143831,103372,134031,0.0011346836363261316
overlap,111044,125584,103392,116981,0.0030511144722446537
overlap,111262,205592,103594,191529,0.0001774704167829544
overlap,111282,537019,103613,500493,0.021578834304886385
overlap,111398,381622,103717,355925,0.012124431933187907
overlap,111398,537877,103717,501254,0.0030268708501966796
overlap,111398,149494,103717,139278,0.000537790489119061
overlap,111470,495070,103787,461759,0.013604345819366127
overlap,111503,277178,103819,258205,0.007767117255028046
overlap,111582,135395,103894,126162,0.03801364103383906
overlap,111649,223250,103960,207974,0.0011665420983555989
overlap,111662,246412,103971,229518,0.005098983005636356
overlap,111662,410771,103971,383251,0.0012353048080076968
overlap,111662,502647,103971,468754,8.893904653284324e-05
overlap,111662,378524,103971,353010,0.005141047675806476
overlap,111662,206709,103971,192572,0.0013758465271817915
overlap,111676,1459902,103984,513244,0.0013066275819117895
overlap,111838,367836,104127,342958,0.0006738261578525043
overlap,111838,238560,104127,222236,0.00023304009232780198
overlap,111876,591253,104163,508084,2.5557885458396545e-05
overlap,111886,286478,104173,266895,0.00036337733176416975
overlap,111886,143728,104173,133938,0.00043116789555382244
overlap,111886,123621,104173,115136,0.0003824746600417462
overlap,111886,415098,104173,387312,5.881670448896017e-05
overlap,111903,278259,104190,259221,0.01292051357670499
overlap,111983,119440,104263,111234,0.0002639538556936643
overlap,111999,427266,104276,398675,0.0028784300108668504
overlap,112044,509507,104317,534306,0.002712459587906375
overlap,112108,517030,104376,482017,0.02391892140628279
overlap,112108,283739,104376,264341,0.000773113855423345
overlap,112112,1304287,104380,512081,0.0020521477433550124
overlap,112163,274654,104426,255847,0.0002806345498953533
overlap,112206,107736,104463,523638,0.0008191035530131785
overlap,112232,209675,104488,195346,0.0030618804454292103
overlap,112260,865094,104515,509524,0.007606367137095171
overlap,112335,543923,104586,506360,0.006381779331434245
overlap,112355,169367,104605,157832,0.032566428028044214
overlap,112447,537231,104692,500686,0.0030363175678987326
overlap,112447,409752,104692,382307,0.002129188030223607
overlap,112481,854196,104723,529584,0.0003812506326287139
overlap,112504,381740,104743,356032,0.0016885360484693024
overlap,112514,259879,104752,242088,0.006974809289431505
overlap,112514,241646,104752,225102,0.011156104571790735
overlap,112514,1015999,104752,518640,0.0002477202081360298
overlap,112542,337874,104777,314912,0.0021333300299687568
overlap,112588,510958,104820,476406,0.0008591014606119107
overlap,112609,499506,104841,465853,0.0018751775340668405
overlap,112674,529380,104904,493447,0.02384533942201017
overlap,112758,395778,104981,369174,0.014034232140303459
overlap,112818,321723,105034,299824,0.07257517974130678
overlap,112875,537256,105089,533383,0.0009659708915320225
overlap,112977,1303876,105186,512071,2.1382016622457933e-05
overlap,113096,145079,105295,135191,0.10198280103316523
overlap,113135,341011,105330,317848,0.006563823013426954
overlap,113142,368226,105336,343317,0.0008557600738238913
overlap,113234,250160,105424,233022,0.003686088381781146
overlap,113384,401559,105568,374611,0.011208268665660635
overlap,113408,543590,105592,506068,0.0011558719106715925
overlap,113424,262929,105608,244952,3.364789114999585e-06
overlap,113449,238152,105632,221857,0.0003323292768144446
overlap,113479,1100512,105658,511048,2.2949164724733528e-05
overlap,113532,538306,105708,501618,0.00045736504767313394
overlap,113700,512418,105864,477754,0.002575212152120351
overlap,113700,340069,105864,316961,0.1289300292177365
overlap,113719,358863,105882,334594,0.00464373085425193
overlap,113759,395694,105916,369097,0.029122474644464283
overlap,113773,426476,105930,397926,0.0066062281830356895
overlap,113855,797248,106011,530526,1.3813019109546842e-05
overlap,113856,506700,106012,516457,0.00024732617971579994
overlap,113907,483370,106063,450878,0.00025866638832447073
overlap,113916,468343,106072,436927,4.62426447693089e-06
overlap,113959,439559,106112,410216,2.1365913536494033e-05
overlap,113962,241145,106115,224632,5.71633127111395e-05
overlap,113976,543280,106129,505831,0.00041365239878572274
overlap,113976,511026,106129,528773,0.0008238161394377367
overlap,113995,601314,106147,530970,0.0005767377814883384
overlap,114067,470297,106213,438743,0.0095727981121301
overlap,114165,403643,106297,376567,0.00010395856276527681
overlap,114165,366426,106297,341649,0.00010395618606558494
overlap,114242,517769,106373,482698,0.0022195802849366967
overlap,114269,135281,106400,126053,0.011491538168752374
overlap,114269,472627,106400,440914,0.00043955246934365266
overlap,114284,472317,106415,440623,0.007262218788575914
overlap,522479,542041,106420,504762,0.00040327402092621423
overlap,114296,368692,106427,343754,0.000311905861268298
overlap,114336,479857,106465,447625,0.0019669982867185354
overlap,114402,938258,106522,510003,0.00028274386191107226
overlap,114520,539959,106637,503025,0.0015269435097187856
overlap,114530,237866,106647,221596,0.002795408536570676
overlap,114533,408310,106650,380949,0.0011817393911328633
overlap,114577,542760,106690,505378,0.00010188346962002851
overlap,114654,541759,106761,504520,0.006272602598749271
overlap,114672,166232,106776,154904,9.11819947986845e-05
overlap,114781,312866,106882,291564,0.0009542361248549014
overlap,114781,247272,106882,230312,0.0007164948325407668
overlap,114781,321301,106882,299425,5.833731546822315e-06
overlap,114832,518615,106931,483473,0.000679087254769364
overlap,114840,1472663,106939,544510,0.00044086365157269825
overlap,114888,260736,106985,242887,0.0013086061267004855
overlap,115036,256606,107126,239053,5.099037090695424e-05
overlap,115036,346312,107126,322825,0.0011939931635005507
overlap,115048,489268,107137,456343,0.0039341886179698774
overlap,115053,257100,107142,521413,0.0013405590758137661
overlap,115054,447181,107143,417306,0.000312230844613833
overlap,115054,525251,107143,489623,0.0009455714403581427
overlap,115268,145486,107343,135567,0.00021245216208481328
overlap,115329,536444,107400,499975,0.021360418923274248
overlap,115381,306746,107449,285836,0.028226681322337136
overlap,115425,193240,107489,180049,0.035268228540644486
overlap,115429,445959,107493,416173,0.000247825464990373
overlap,115429,207540,107493,193352,0.004185862459337386
overlap,115515,539882,107570,502970,0.0002445562406392896
overlap,115585,570171,107632,507264,0.008759587205219077
overlap,115640,536644,107680,534258,0.0005257127832550611
overlap,115693,338551,107729,315548,0.0004634087898978123
overlap,115745,155299,107781,144712,0.000586088020224155
overlap,115745,463163,107781,432129,0.007536083879668303
overlap,115773,540001,107808,503064,0.00011154005377013443
overlap,115790,361079,107824,336651,0.00015495310016300223
overlap,115860,481171,107892,448858,0.002577781268974553
overlap,115872,217263,107902,202415,0.0003068118296386332
overlap,115872,283274,107902,263902,0.003949352434567288
overlap,115874,1471129,107904,518818,2.990617964460985e-08
overlap,115874,337025,107904,518817,0.0037307560584431457
overlap,115897,298532,107925,278179,0.0002690187914406139
overlap,115897,195313,107925,181987,0.0010616185597029926
overlap,115903,236944,107931,220755,8.057583693182879e-05
overlap,115919,511304,107946,476721,0.0014695725349160946
overlap,115975,453558,107997,423213,0.0001930200297571849
overlap,116021,495622,108040,462262,0.017553919315603753
overlap,116109,664684,108120,508606,0.0007319724171097608
overlap,116147,59002,108155,532470,0.0033615229421033598
overlap,116256,241646,108256,225102,0.0001297706102269139
overlap,116269,136237,108269,533401,0.005490266253020468
overlap,116269,385640,108269,359696,0.007514007993957012
overlap,116276,354732,108275,330721,0.003089540100511101
overlap,116294,541759,108289,504520,0.02301405609284652
overlap,116304,202514,108299,188675,0.0011703719654221345
overlap,116515,175732,108498,163762,0.0002843101504552692
overlap,1475273,283446,108528,264067,0.00011120701400082548
overlap,116566,539247,108544,502431,0.001620527168274967
overlap,116586,103928,108564,513991,0.017543472921817953
overlap,116611,485691,108589,453030,8.625714844415515e-05
overlap,116657,536644,108634,534258,0.0007610132414361814
overlap,116695,171475,108671,159796,0.00039419081255405897
overlap,116710,69549,108685,517591,0.0009344616763688465
overlap,116774,591217,108747,508063,0.001194755928698886
overlap,116783,278031,108756,259007,0.0026069626526110403
overlap,116854,192450,108824,179314,0.0008694108602545437
overlap,116863,147291,108832,137227,0.0012318734279426007
overlap,116863,442260,108832,412743,0.0012318345085949572
overlap,116876,509465,108844,475034,0.0006639712594182555
overlap,117097,540659,109051,503601,0.002715298071540946
overlap,117127,311298,109079,290093,0.0003163145858967949
overlap,117177,146389,109129,136390,0.00012644843110680206
overlap,117193,560906,109144,507073,0.0035151856069973843
overlap,117207,145849,109158,533343,0.0007180009260478712
overlap,117279,157987,109226,532619,0.0006361396415819343
overlap,117349,536634,109292,532689,0.00700271139710553
overlap,117366,519500,109306,484283,2.2678709897090563e-05
overlap,117404,200415,109341,186732,8.013688984687128e-05
overlap,117404,127049,109341,118342,0.0010310093961976422
overlap,117436,133360,109369,124251,0.00014375836972566668
overlap,117436,307631,109369,286670,0.00014367085663202772
overlap,117478,401649,109409,374690,0.08178506555143195
overlap,117630,505077,109556,536179,0.0001356447363162292
overlap,117630,526829,109556,491068,0.0003313071433836967
overlap,117699,374631,109623,349335,0.0015857557439718944
overlap,117700,186369,109624,173655,0.0005565974057214022
overlap,117721,1068044,109643,510849,0.004001292036708965
overlap,117768,1472773,109683,544609,0.013139564533554388
overlap,117798,539902,109709,517693,0.0042383830749948
overlap,117919,362057,109827,337568,0.01166965999068777
overlap,117986,217233,109888,202386,1.3537531659735648e-05
overlap,117986,217025,109888,202202,0.0001109188022010269
overlap,117994,275883,109894,256984,0.0006973404221137791
overlap,118010,149099,109908,138913,1.8901763530586183e-08
overlap,118049,160090,109944,149200,0.00019592146309577174
overlap,118071,285761,109965,266231,0.00017627490605237855
overlap,118071,359754,109965,335426,0.009442775208636808
overlap,118076,485066,109970,452440,8.500622650934057e-06
overlap,118114,423162,110006,394832,0.08397654565861332
overlap,118114,44864,110006,529897,7.733148028297011e-05
overlap,118166,134180,110054,125025,0.0016546830745492235
overlap,118182,186615,110069,173885,0.0010024622059071789
overlap,118182,513221,110069,478494,0.003971797820965017
overlap,118193,308222,110080,287229,0.0003175939861534971
overlap,118193,511166,110080,476592,0.001833834475064779
overlap,118372,592040,110247,522337,0.0034790954821541397
overlap,118438,575453,110306,507474,0.0011024414653308945
overlap,118442,280909,110310,261706,0.0018016783060090802
overlap,118483,542976,110350,505565,0.0003703714255890326
overlap,118483,543805,110350,506255,1.0448773662684107e-05
overlap,118516,243112,110382,226453,0.0035457728337178656
overlap,118533,315748,110393,515836,1.0967135999697498e-05
overlap,118658,481151,110511,448839,0.0017647827583131986
overlap,118680,1343566,110531,512346,0.00019490427920064947
overlap,118680,344450,110531,321072,0.0013562868674981132
overlap,118680,325254,110531,303123,0.007746823516889019
overlap,118700,520066,110547,484798,0.0014696024829657598
overlap,118700,215978,110547,535105,0.00039404481153140845
overlap,118735,540640,110580,503586,0.0028988463496032605
overlap,118803,527413,110641,491616,0.00011112968245462928
overlap,118820,476240,110658,444260,0.003818299085273772
overlap,118859,578393,110693,530603,0.0014056085965177129
overlap,118872,244343,110706,227600,0.0004142989778470607
overlap,118903,544369,110736,506762,4.1197559083615916e-05
overlap,118903,337603,110736,314661,0.00023302647634252622
overlap,118905,229971,110738,214292,0.0002829243860267283
overlap,118953,536634,110783,532689,0.0069552231281601136
overlap,118967,536573,110797,500099,0.0012319381711920975
overlap,119079,173985,110897,162136,0.0027684254758568727
overlap,119128,213947,110944,199321,0.0014710057336841942
overlap,119169,422156,110983,393896,0.0029907942855941566
overlap,119210,541737,111020,504499,0.0004724435990035408
overlap,119212,515735,111022,480812,0.0017214490996489834
overlap,119217,291283,111027,271419,0.0016646028413362934
overlap,119297,475961,111103,444004,0.003393623899180917
overlap,119369,538908,111171,502145,0.0049246631926394
overlap,119393,463470,111193,432411,0.00516806510957961
overlap,119440,285650,111234,526584,9.357984267313228e-05
overlap,119523,553612,111313,506883,0.0007684896017467243
overlap,119523,432782,111313,403880,9.485919329250945e-05
overlap,119537,516086,111325,481142,1.5678593751067282e-07
overlap,119537,431538,111325,402704,0.0005919396897297067
overlap,119603,501367,111384,467558,0.005365736131579979
overlap,119612,323240,111393,301244,0.024093500596958688
overlap,119637,1473761,111416,545575,0.0005888065480277605
overlap,119732,453400,111506,423068,0.0022257292141274997
overlap,119732,398131,111506,371386,0.0004773764595496832
overlap,119798,421619,111567,393391,0.00022081069784233957
overlap,119812,393038,111581,366601,0.005616146663669497
overlap,119824,59570,111593,517399,0.0026380384258406176
overlap,119840,486488,111608,453764,0.0030432935544294215
overlap,119840,302310,111608,281707,0.0006366072618152474
overlap,119870,524474,111636,488916,0.0005155150222545988
overlap,119886,33157,111652,517079,0.003999258354099311
overlap,119897,332553,111661,309981,3.319458529394144e-05
overlap,119897,328695,111661,306362,0.0018871373214319552
overlap,119914,386668,111676,360657,4.112285668397662e-05
overlap,120006,541759,111763,504520,0.0025828401632647
overlap,120016,543955,111772,506389,0.0029806625860557736
overlap,120076,219646,111831,534009,0.013461146163081139
overlap,120216,100532,111961,515035,0.00045574203024220086
overlap,120220,147047,111964,136998,0.003701323458088268
overlap,120264,174862,112004,162946,0.025049960483850494
overlap,120288,537560,112027,500972,0.0007334130566413251
overlap,120297,289119,112035,269382,0.0057145022604448035
overlap,120310,328129,112048,305832,0.002497449135115515
overlap,120406,590082,112138,544084,0.010909107643730435
overlap,120455,139698,112183,130170,0.011414195735340193
overlap,120527,478322,112248,446195,0.007872437169211821
overlap,120608,380231,112322,354616,0.0006071627350097142
overlap,120645,326787,112358,304561,0.05045404924292062
overlap,120670,513938,112383,479154,0.0032755982863980136
overlap,120681,598497,112394,508288,0.0014724365133566536
overlap,120694,540266,112406,503279,0.00065503601614496
overlap,120867,121596,112569,531279,0.003961196957666209
overlap,120902,383576,112602,357748,0.026117406040808422
overlap,120921,103176,112618,532884,0.0007436543455608274
overlap,120921,430961,112618,532883,5.8268837956121367e-05
overlap,120925,246621,112622,229707,1.9467436792108893e-07
overlap,120942,519282,112638,484084,0.0024671853453632313
overlap,120949,300776,112645,280269,9.4605718394944e-05
overlap,120962,488801,112657,455912,0.01607417251134103
overlap,120987,299028,112681,278640,2.100034838923735e-09
overlap,120987,308178,112681,287190,4.366073946726352e-06
overlap,120987,197426,112681,183972,0.004079818006744063
overlap,120987,485364,112681,452723,5.484337841141934e-06
overlap,120987,246271,112681,229389,8.648080006130765e-05
overlap,121001,270585,112694,252054,0.0002741156834603353
overlap,121042,287293,112730,267656,0.013442952963387711
overlap,121056,326938,112744,304704,0.0031450319218355345
overlap,121081,477830,112767,445742,0.04240399999810052
overlap,121089,129763,112775,120875,9.514590284241155e-08
overlap,121098,476498,112782,444499,0.0006742918387084157
overlap,121129,130771,112812,121817,0.0006786119732650236
overlap,121190,340377,112868,317248,0.003019098640638873
overlap,121190,447471,112868,417568,0.004620341134363881
overlap,121204,1075649,112881,525746,2.1417052575856133e-09
overlap,121215,391986,112890,365631,7.43311697743998e-05
overlap,121215,475200,112890,443310,1.6735029060841334e-05
overlap,121218,539882,112893,502970,0.00032475776232743225
overlap,121247,222984,112920,207727,0.0011242122900212426
overlap,121397,174127,113060,162270,0.0004638678539016483
overlap,121422,560903,113085,507070,0.0026978120276346055
overlap,121462,324307,113125,302239,0.0005605566820524113
overlap,121470,542882,113132,505482,0.0010895568043921967
overlap,121531,555218,113188,506916,0.0006514439309685471
overlap,121644,169864,113294,158294,0.0010496132492481577
overlap,121699,493432,113346,460238,0.0027971239327726494
overlap,121699,303086,113346,282424,0.000936009425653575
overlap,121699,32899,113346,529382,9.695398607491735e-09
overlap,121699,289218,113346,269475,0.0028657120240766203
overlap,121720,517681,113366,482621,0.027432936429253228
overlap,121824,496817,113463,463385,0.018418696311383265
overlap,121871,442902,113505,413338,0.00010029806784217499
overlap,121871,314824,113505,293380,0.00043779028865204554
overlap,121924,710688,113556,508931,3.4968532746633505e-06
overlap,121935,281727,113567,262465,0.027257725425788314
overlap,121962,541044,113593,503906,0.008195682785915976
overlap,122084,238866,113704,533583,0.004501654567789198
overlap,122102,484388,113721,451811,0.0019337739802907095
overlap,122156,334471,113769,311758,0.0007480297214722542
overlap,122156,210422,113769,196040,0.00041302409755870125
overlap,122222,181349,113831,168980,0.0073738359384663
overlap,122270,257872,113878,240226,1.5071156242347936e-05
overlap,122271,279781,113879,260639,0.0032814122850070614
overlap,122311,334415,113915,311707,0.0034618167362083525
overlap,122321,205173,113924,191144,0.004661152002552349
overlap,122365,330220,113965,307793,0.011684372380472041
overlap,122366,449056,113966,419036,0.00604748069741845
overlap,122430,575484,114029,507495,0.00017795754668798532
overlap,122430,237004,114029,220808,0.0014364298057048118
overlap,122430,255077,114029,237627,0.0026952376150246233
overlap,122447,581121,114045,507781,0.0002038911778252661
overlap,122528,540554,114123,503513,0.0008513793152476798
overlap,122528,540815,114123,503726,5.831361062479264e-08
overlap,122571,158460,114163,147684,0.00015249357711991172
overlap,122617,135971,114205,126710,0.00041138912765603664
overlap,122617,197477,114205,184016,7.139071840146002e-09
overlap,122638,201933,114225,188137,0.004024210120724635
overlap,122777,575434,114357,507459,0.0010936532571243786
overlap,122874,1475220,114446,547037,2.8955939758091708e-05
overlap,122874,1475221,114446,547038,3.177182230840181e-05
overlap,122910,353124,114481,329203,0.0007548754974942007
overlap,122910,522403,114481,486992,0.00028448552025706064
overlap,122989,464523,114552,433372,0.00013796264995181648
overlap,123028,153733,114588,143261,0.010049168149265597
overlap,123069,250569,114628,233408,0.0006719620573082039
overlap,123069,333708,114628,311044,0.0022660667327094866
overlap,123124,314109,114679,292716,0.000517196618703683
overlap,123176,220491,114725,205406,0.0012804738999387388
overlap,123182,419754,114730,391662,0.002223751321274749
overlap,123196,541759,114743,504520,0.0013848126679925155
overlap,123214,139102,114759,129617,0.003934919536789039
overlap,123256,279159,114798,260055,0.0006615791216262323
overlap,123456,480345,114979,448090,0.0003829667310434505
overlap,123456,257328,114979,239732,0.011717356850565075
overlap,123488,399341,115009,372521,0.021967454588917648
overlap,123546,471031,115067,439432,0.005109299478889653
overlap,123573,332094,115091,309549,0.0001381837564627112
overlap,123604,521170,115120,485842,0.003510126887876726
overlap,123621,143728,115136,133938,0.0019573568666592473
overlap,123621,415098,115136,387312,0.0037676478396506253
overlap,123657,241509,115170,224974,0.0006893117797054824
overlap,123657,197201,115170,183759,3.013377223663716e-07
overlap,123805,206269,115310,192166,0.04099402028117538
overlap,123805,533527,115310,497267,0.0787998930126905
overlap,123805,312628,115310,291345,0.002051237695364177
overlap,123805,237718,115310,221460,5.585793157289638e-08
overlap,123821,418156,115326,390166,0.00012521561401464945
overlap,123858,248669,115360,231616,0.002848474906500087
overlap,123942,537518,115442,500935,5.685861941706616e-05
overlap,123947,292369,115447,272432,0.00017218271381660055
overlap,123947,479089,115447,446902,0.003259608423719196
overlap,123947,370200,115447,345166,0.00288401379464677
overlap,123947,243045,115447,226391,0.0032701361789708727
overlap,123947,464608,115447,433448,0.0010281882886703578
overlap,124011,226308,115507,210846,0.004080674217987637
overlap,124021,396350,115517,369710,0.00037041164879378244
overlap,124062,1166565,115554,511371,0.00031526911721845236
overlap,124197,539760,115679,502875,0.014698362105948003
overlap,124230,268490,115711,250101,0.0013354039571140675
overlap,124235,513198,115716,478472,0.036765745131476214
overlap,124253,517431,115734,482391,0.06682131969925247
overlap,124275,496390,115755,462979,0.00042511393647903795
overlap,124279,242657,115759,226025,0.00328253013652872
overlap,124279,499629,115759,529888,0.00412672980400961
overlap,124324,525341,115803,489705,0.0011114848582645873
overlap,124329,361296,115808,336854,7.728480529098857e-06
overlap,124336,556933,115814,506983,0.0001493594119324945
overlap,124336,212011,115814,197514,0.00016432031798174762
overlap,124342,235614,115820,219513,0.006225481101193664
overlap,124343,480765,115821,448479,0.00567003694446392
overlap,124378,525274,115855,489646,0.0009406356099148638
overlap,124382,240651,115859,224167,0.00035055611771592064
overlap,124396,288162,115872,268482,0.007986486893729024
overlap,124410,579484,115885,507688,0.0019550627093792125
overlap,124507,1037631,115974,510676,0.01831172864598806
overlap,124510,367011,115977,342189,4.8938092875586126e-05
overlap,124582,539641,116044,502781,0.006596684098327651
overlap,124693,240189,116152,223735,0.005325712487544543
overlap,124705,514622,116163,479788,0.00216894672575374
overlap,124713,369685,116169,344695,0.00014818073222316254
overlap,124759,493543,116209,460339,0.01008806296590592
overlap,124788,210651,116235,196255,0.0006301815957546893
overlap,124848,184885,116292,172277,0.021544067448957094
overlap,124859,314402,116301,292984,0.009976911190786286
overlap,124861,246204,116303,229325,0.002941465883842998
overlap,124861,461745,116303,430808,7.025688761690577e-05
overlap,124876,1474781,116313,546588,0.0003715351147679141
overlap,124876,130341,116313,546476,0.0017631811838355576
overlap,124876,375737,116313,350383,9.528125114044501e-05
overlap,124882,289090,116319,269354,0.0003672958924110792
overlap,124909,168185,116346,156717,0.007859384558874225
overlap,125021,196370,116449,182976,0.0045950904736179
overlap,125079,462058,116504,431096,0.0004570394026860336
overlap,125081,193402,116506,180202,0.010753613187911768
overlap,125098,538551,116523,501840,0.00032649415853458486
overlap,125106,298532,116531,278179,0.00031544725293649147
overlap,125117,480585,116541,448316,0.0101593558543982
overlap,125237,114604,116653,532771,0.002064804161807684
overlap,125296,165049,116710,153805,0.0007525997770195232
overlap,125296,474011,116710,442207,7.172606443687411e-05
overlap,125302,220801,116716,205691,0.006015931901816095
overlap,125323,537483,116736,500909,0.0034694700929314
overlap,125370,537831,116777,501219,2.339039936737259e-06
overlap,125386,336089,116793,313242,8.51922795685539e-05
overlap,125388,429319,116795,400613,0.007071644980175483
overlap,125553,139661,116951,130136,1.0016805817827023e-08
overlap,125553,332866,116951,310269,1.19046528512123e-06
overlap,125597,925413,116993,509941,0.02499372860576443
overlap,125642,234695,117036,218663,0.035341739580398546
overlap,125642,502198,117036,468333,0.0008154226789109098
overlap,125944,369762,117316,528612,0.00042327081443063687
overlap,125944,411606,117316,384038,0.0010874031287412683
overlap,126010,493232,117378,460047,0.00026123508555312113
overlap,126017,392200,117385,365825,0.001813774449800576
overlap,126041,539168,117407,538569,3.1082243052317433e-05
overlap,126065,205485,117427,191433,0.00020047255360131078
overlap,126110,489742,117471,516321,0.0003197693437156354
overlap,126144,129329,117502,120463,1.976248114227922e-05
overlap,126144,443098,117502,413525,5.069291187265179e-05
overlap,126167,143769,117524,133975,0.0008241027365301079
overlap,126303,288070,117647,268394,0.019302079669593297
overlap,126357,464071,117694,432965,0.007657037626387364
overlap,126384,435847,117719,406749,8.664704501337717e-06
overlap,126396,58511,117731,532469,0.019648732373724442
overlap,126427,244408,117760,227661,0.0029789995176929397
overlap,126437,516401,117770,481437,0.012581807032134407
overlap,126444,327370,117777,305106,0.0024453401864436564
overlap,126447,260832,117780,547253,1.7369014207961185e-05
overlap,126447,1475421,117780,242981,9.271654880471658e-05
overlap,126477,542948,117807,505540,5.222212126146375e-05
overlap,126487,340108,117817,534207,1.4991810503520858e-08
overlap,126553,534265,117882,497964,0.001492382383446289
overlap,126578,274568,117905,535864,0.003813495271934763
